Var197_embed_0,Var197_embed_1,Var197_embed_2,Var197_embed_3,Var197_embed_4,Var197_embed_5,Var197_embed_6,Var197_embed_7,Var197_embed_8,Var197_embed_9,Var197_embed_10,Var197_embed_11,Var197_embed_12,Var197_embed_13,Var197_embed_14,Var197_embed_15,Var197_embed_16,Var197_embed_17,Var197_embed_18,Var197_embed_19,Var197_embed_20,Var197_embed_21,Var197_embed_22,Var197_embed_23,Var197_embed_24,Var197_embed_25,Var197_embed_26,Var197_embed_27,Var197_embed_28,Var197_embed_29,Var197_embed_30,Var197_embed_31,Var197_embed_32,Var197_embed_33,Var197_embed_34,Var197_embed_35,Var197_embed_36,Var197_embed_37,Var197_embed_38,Var197_embed_39,Var197_embed_40,Var197_embed_41,Var197_embed_42,Var197_embed_43,Var197_embed_44,Var197_embed_45,Var197_embed_46,Var197_embed_47,Var197_embed_48,Var197_embed_49,Var197
-0.028928949,0.022695173,0.021301609,-0.00017783217,0.027493026,0.011231399,0.06595702,0.07776657,-0.014013019,-0.03773834,0.028795114,-0.04029764,0.050965168,0.04651143,-0.006964864,0.045794167,-0.020986682,0.053218342,0.027976627,0.040354423,-0.023524022,0.020357937,-0.0024536694,0.0516556,0.046345435,0.050683692,0.0009910896,-0.009974541,-0.010587362,0.028748972,0.026668798,0.005080815,0.024198687,0.027150681,0.01909115,0.005264475,-0.0049182298,-0.026902152,-0.030695485,-0.040438205,0.0035286986,-0.0055567822,0.010191063,0.048010927,0.032988105,0.033231385,0.04731188,-0.04488743,0.042431716,0.017624797,0LaQ
0.0178699,-0.016492473,0.002853992,0.025803978,-0.00071872177,-0.009197734,-0.006007911,-0.02675103,0.03892818,-0.06096107,0.044771004,-0.016567864,0.038985867,0.04172275,-0.037688427,-0.026366053,-0.0014663574,-0.034025554,0.008376777,-0.055744592,-0.052477863,0.013961522,-0.026034169,0.07130055,0.012984376,0.0008715415,-0.0038165713,-0.04545392,-0.032405768,-0.03898277,0.024830153,-0.00013717797,0.0468163,0.010747194,0.012305419,0.02688168,-0.030992609,0.001788729,0.0013305107,-0.06450062,0.018401595,-0.066487454,-0.062444158,0.027015485,-0.0039845407,0.04933332,-0.022421235,-0.04240785,0.024431815,0.044789422,0WHw
-0.015170785,0.045216404,0.008044976,0.0024772712,-0.036643136,-0.0497541,-0.018105082,-0.009618018,0.005663054,0.009030907,0.013342934,0.03160627,-0.0074117007,-0.010535939,0.0049880743,0.036111377,-0.012482689,0.05661033,0.065437615,-0.0076312334,0.01708559,-0.06254554,0.024720501,0.030444125,-0.020938573,-0.02172934,0.0031977233,-0.0358274,-0.034899928,-0.014846018,-0.03789461,-0.076040804,-0.0012085203,0.038101654,-0.0040095183,0.023317965,0.04240361,0.022808127,0.029540757,0.007279625,0.015887985,-0.054029953,0.02512688,0.06793023,-0.035578933,-0.006934096,0.03068353,0.00022023979,-0.023772676,0.030940864,0Xwj
-0.030329725,-0.025997842,0.027626298,0.047420517,-0.01034428,-0.06303903,0.010264106,0.03248405,-0.033436805,0.01696705,0.06216528,0.040123407,0.0343721,0.06195178,0.010311303,0.007124872,0.014165383,0.045948163,-0.014237462,0.005153359,0.0047419625,-0.06840027,0.06349021,0.064207785,0.001379051,0.0006609143,0.064115174,-0.04570296,-0.048396334,-0.015069146,0.0043123914,0.023714062,0.026166638,0.006992328,-0.0393392,0.025030969,0.06983222,-0.02160352,-0.03955993,-0.03206453,0.032712318,-0.037338767,-0.049650796,0.06706351,-0.040328395,0.030488838,-0.017939253,-0.021885907,0.0020564734,0.027727053,0Y9G
-0.037250686,-0.0034831131,-0.0106321415,-0.072772376,-0.042692285,-0.022073492,0.0044616773,0.053905416,0.032616053,-0.056590002,0.088405885,-0.000987562,0.085685626,0.022058973,-0.02148885,0.052547693,-0.064502925,0.093231015,-0.11017817,-0.013119669,-0.07838571,0.005233944,0.09590936,0.04342906,0.007935234,0.040884044,0.044941556,-0.030015865,-0.086268984,-0.01850633,0.0010140787,-0.084573045,0.08615641,-0.040679466,0.05923556,0.04686105,0.03243114,-0.009733437,-0.025437629,-0.07869154,-0.03696333,-0.051522084,-0.0417234,0.08124187,-0.060765766,0.05444934,-0.085453615,-0.040311653,-0.025071293,0.006041489,0YIT
-0.037154227,-0.05996982,-0.030162917,0.015399196,-0.043238536,-0.0002303609,0.038355984,-0.004806484,0.028692596,-0.024143752,0.01796024,0.029786356,0.00072908914,-0.017765868,-0.025394784,-0.005634338,-0.01101395,-0.01966405,-0.019514875,-0.045691866,-0.023678558,0.022732057,0.039668605,0.0039928807,-0.0021811316,-0.01658311,0.044366367,0.010496342,0.02181808,-0.025797717,0.014285062,-0.015919032,0.039180063,-0.04104598,-0.023962868,0.054306973,0.043750085,0.043032713,-0.059621487,-0.04919061,-0.018117422,-0.032695163,0.016498026,0.03902765,-0.0161945,0.037650116,-0.018683277,0.023360102,0.007946985,0.022967236,0aHy
0.00723249,0.011081779,0.022898158,-0.046796687,0.00012317309,-0.0036513733,0.007966886,0.024765026,0.028178094,-0.056990646,0.06152689,-0.033676263,-0.022291832,0.031663094,-0.04764855,-0.03755204,0.011756615,0.028086638,-0.026372267,0.020127472,0.036722947,-0.0014406344,0.041184295,-0.006739731,0.053777482,0.004037117,0.04932619,-0.0031642725,-0.02040006,-0.05008991,-0.030606689,-0.05760836,0.016897721,0.021341538,-0.00020956474,0.024929993,0.041149832,0.037935518,0.008332772,-0.0069205915,-0.037297595,0.007787217,0.007350931,0.036136515,-0.039492745,0.0058931625,-0.055067696,-0.0744,-0.015624903,0.06318872,0kpG
-0.018664286,-0.047456887,-0.040744934,0.038130105,0.027896525,-0.021467911,0.0034114937,0.009938488,-0.037082754,-0.019823788,0.029964099,0.04161232,0.028631266,-0.016465051,-0.035310518,-0.025018813,-0.05453377,0.02329796,0.020821618,0.037531644,-0.016602235,0.03812841,-0.004853634,0.04508796,0.0418728,0.058020584,0.059367087,0.025798172,-0.044118036,0.014954735,-0.04579429,0.014190775,0.021349084,-0.004136359,0.04847866,0.021320103,-0.033346757,0.048347227,-0.021235995,-0.028532648,0.016634995,0.013693951,-0.0056355377,-0.030477243,-0.05429649,-0.005749227,-0.024327207,-0.032329068,-0.046919942,0.049111396,0zDT
0.0150093995,-0.057863295,-0.048079677,0.007669354,-0.007385024,-0.050586585,-0.036665823,-0.005195764,0.002232645,0.027541842,0.042342104,0.017154645,-0.029473849,-0.024555404,0.02496639,0.023423834,-0.026340436,-0.021726549,0.033151515,-0.030984838,-0.028081864,0.033227403,0.046149157,0.022554925,-0.032698866,0.002006187,-0.0036593697,0.0027974807,-0.031739324,-0.05086467,-0.03724489,0.028577937,0.042212807,0.0034921512,0.008640457,0.040327955,-0.024477545,0.0051927757,0.027673053,-0.029695861,-0.036549013,-0.057897583,0.020107904,0.005483391,0.016503397,-0.021249676,0.014043289,-0.05896232,0.021583252,0.022884743,12fX
-0.004251165,-0.05138468,0.0035366612,-0.025291255,0.002144263,0.031885136,0.025594622,0.017917624,0.044793274,0.021764407,0.050456516,-0.035886116,0.027703999,-0.010114868,-0.012014181,0.024371754,-0.028626246,-0.03590951,0.01880915,-0.02170808,0.037802976,0.016293148,-0.011810387,0.032847006,0.03129476,0.0042954152,-0.03177963,-0.006948759,0.016444186,-0.01722518,0.028911045,-0.046486076,-0.013314917,-0.04789805,-0.0006368417,0.02430522,-0.037166398,0.031240687,-0.029018028,0.010047648,-0.004487091,-0.047847252,-0.020158814,0.011687485,-0.01349803,0.026167493,-0.022402951,-0.0074978163,-0.020197392,0.018621193,19FS
