Var220_embed_0,Var220_embed_1,Var220_embed_2,Var220_embed_3,Var220_embed_4,Var220_embed_5,Var220_embed_6,Var220_embed_7,Var220_embed_8,Var220_embed_9,Var220_embed_10,Var220_embed_11,Var220_embed_12,Var220_embed_13,Var220_embed_14,Var220_embed_15,Var220_embed_16,Var220_embed_17,Var220_embed_18,Var220_embed_19,Var220_embed_20,Var220_embed_21,Var220_embed_22,Var220_embed_23,Var220_embed_24,Var220_embed_25,Var220_embed_26,Var220_embed_27,Var220_embed_28,Var220_embed_29,Var220_embed_30,Var220_embed_31,Var220_embed_32,Var220_embed_33,Var220_embed_34,Var220_embed_35,Var220_embed_36,Var220_embed_37,Var220_embed_38,Var220_embed_39,Var220_embed_40,Var220_embed_41,Var220_embed_42,Var220_embed_43,Var220_embed_44,Var220_embed_45,Var220_embed_46,Var220_embed_47,Var220_embed_48,Var220_embed_49,Var220
-0.0736881,0.05048864,0.0018196508,0.02706851,-0.018583061,-0.028211532,0.04007417,-0.031684227,-0.008280011,-0.013718419,0.070975766,0.06043646,-0.055675887,0.0201121,-0.019235795,0.0507327,0.04095552,0.008906087,-0.01879481,0.00942539,0.026332138,0.018847533,-0.020452783,0.043479856,-0.058508318,-0.06829418,0.052915607,-0.027118165,0.030453127,0.008724554,-0.043700755,0.049770504,-0.04003415,0.016656823,-0.004344115,0.025317786,0.03515736,-0.0019561904,0.05906127,0.051591914,0.02080968,-0.0058964603,0.06570082,0.010335547,0.048648287,-0.065069884,0.029223211,0.0042782975,0.039968077,-0.029426027,07m8iqZ
0.019687412,0.01886816,0.021370316,-0.035976116,0.04243045,-0.014211182,0.05349475,0.013067915,0.030029308,0.005297286,-0.021676026,-0.014467959,0.027323825,0.036866184,-0.03467615,0.00065586687,-0.02921662,-0.037292033,0.008329434,0.004147576,-0.0017175962,-0.007361539,-0.014094811,0.0070794146,-0.00865761,-0.03675727,0.016814303,0.021330914,-0.015114217,-0.048867002,0.051648214,-0.020020923,0.009544422,-0.034220405,-0.054247525,0.01614058,-0.032361317,-0.029943932,-0.00042901328,0.036529284,0.024478123,0.046549395,0.0059543396,0.0246692,0.038845077,0.023524923,-0.051858805,0.0582443,-0.032046508,-0.01983965,07mCabK
0.040185694,0.018934367,-0.009843818,0.02287335,0.00040441862,-0.047881033,0.030929444,0.008996734,-0.042508833,0.006347757,-0.02862646,0.01332993,0.0401085,0.011522145,-0.022871304,0.04967857,0.019976834,0.04689564,-0.03454403,0.007734032,-0.0073361313,0.0144895315,-0.0048952927,-0.0352549,0.041100483,-0.036317293,0.018358583,0.005486826,0.039987184,-0.039241232,-0.03678979,0.02542582,0.007932252,0.028042194,-0.01470815,-0.043616023,-0.04208995,0.0011757223,-0.00013007833,0.014538688,0.008767194,-0.0478392,0.02786075,0.036367457,0.058899827,-0.01363428,-0.046275645,0.056232657,-0.028018031,-0.0027147133,07mQFkJ
0.012432642,-0.047196116,0.046648152,0.013361529,0.0007064392,-0.0054599694,-0.018376809,0.03427505,-0.023935318,-0.01667272,0.015428256,0.020640647,-0.060968377,0.042982206,0.03607327,-0.026320565,0.01630223,8.288634e-05,-0.003079479,-0.027558401,-0.0034647854,0.04679349,0.01951696,-0.035956193,-0.027678844,-0.018355262,-0.059516992,-0.0298552,0.019323034,-0.057248443,-0.035437033,0.026001828,-0.0369672,-0.055679295,-0.037796333,-0.029051945,-0.006495261,0.03695619,-0.015171123,0.020128129,0.034812693,-0.044953644,-0.008837545,-0.0047529205,-0.0298972,-0.047136396,-0.040450577,-0.0017426831,0.06162171,0.056594983,07mRngW
0.0022231329,0.048717692,0.013353977,-0.02458739,-0.0048294896,0.03406359,0.033458624,0.02958371,-0.021551639,-0.02009506,0.033475928,-0.027394757,-0.031353697,0.01838954,-0.023455188,0.0072563887,0.05431256,0.052896116,-0.04245945,-0.016539836,0.026452372,0.04836283,0.036908973,-0.01144286,0.03089119,-0.0051800874,0.009655882,0.02199426,0.013941965,-0.05446948,0.008580165,-0.029542597,0.01622111,-0.028972315,0.024498226,0.033543594,0.030268723,-0.025635026,-0.03434722,-0.041577272,-0.03641649,-0.040068544,-0.0044735577,0.021329444,0.007689512,-0.03782167,0.0036490085,0.0062634605,0.02234782,-0.025371665,07mmFX7
-0.043862745,-0.023745833,0.047072247,0.023979548,0.08142813,-0.004617559,0.029848756,-0.041992005,-0.08650703,-0.014725641,0.03667816,0.03736699,-0.024310762,0.014826642,0.1025027,0.069600366,0.09387704,-0.007298645,0.089077786,-0.031079251,0.029448796,-0.01010774,-0.06239417,0.08411807,0.0070675216,0.015203891,0.083396286,0.08709874,0.019916603,-0.0054656332,-0.006815415,0.04296559,-0.04559957,-0.05890236,-0.018652549,-0.07808226,-0.0051353676,-0.0038705042,0.09702741,0.03348948,-0.02265042,0.018266106,0.09288984,0.075438425,0.08606386,-0.07066089,-0.04270645,0.06530412,0.016071126,0.011265669,07mmflk
0.04672507,0.0058491603,-0.032924272,0.015566074,-0.006300281,-0.03115739,0.011085555,0.02574721,0.010706279,-0.020319302,0.03832334,0.031911913,6.077763e-05,-0.01885633,-0.034064975,-0.0094795935,-0.03135633,0.042549998,0.03675596,-0.055954214,-0.03766032,-0.0056866193,0.024210606,0.02226293,-0.0067261513,0.018981215,-0.018824443,-0.03799838,-0.041228727,0.00090329326,0.01217756,0.053299583,-0.013531994,-0.04062396,0.027404377,-0.036383536,-0.032475397,-0.028033547,-0.0039939457,0.047275167,-0.027445767,0.012623187,0.0024283545,0.043927204,0.038358137,-0.0141446125,-0.03434628,0.03052561,-0.005532522,0.047131028,07msbNi
0.033731222,-0.000178586,-0.011840151,-0.03976836,0.04783902,0.02029717,-0.030162213,-0.041857235,0.040675025,0.018555641,0.01298311,0.00660056,-0.054717317,-0.001174387,-0.02377228,0.03707176,0.029728774,-0.019750107,-0.014454246,0.028129168,-0.02354878,-0.03159152,0.020216621,0.01671869,0.03556022,-0.03463216,0.021941714,0.014408863,0.011312562,-0.0043866923,-0.045898467,0.059020117,0.01689431,-0.0038409424,-0.018805007,-0.0153902145,-0.02663982,-0.008989932,0.03894022,0.030024853,0.025204888,0.009856601,-0.003989726,0.034547642,0.040248692,-0.025285626,0.006530443,-0.013744297,-0.036421724,0.04929966,0AJf6lc
0.0035490096,0.0566132,-0.04341713,0.028038934,0.02062552,0.003710975,0.029239142,-0.023181131,0.032400966,0.0009073472,0.0025636663,-0.016132535,-0.011711324,0.04060303,-0.018926663,-0.011424346,0.019168576,-0.041338272,-0.0049566333,-0.012003761,0.043383796,-0.031585105,-0.019127272,-0.005831301,0.017325193,-0.02500145,0.030966025,0.0016379454,-0.001003071,0.030532215,0.013013576,0.009071491,-0.024680018,-0.00748309,0.04822333,-0.036489975,0.029041985,-0.019773157,0.027733492,0.01090196,0.010710514,0.008773371,-0.045154534,-0.029115919,-0.04922485,0.02085115,-0.017514404,-0.0009087981,0.038851164,0.028089091,0AJo2f2
-0.043796025,-0.024176734,-0.028972788,-0.020575257,0.034048464,0.04768531,-0.019642571,-0.028264232,0.037359167,0.0033001816,-0.014013172,-0.013517122,-0.04249307,-0.04276255,-0.03822082,0.04321873,0.049193874,0.024157371,-0.033108756,-0.046391852,0.028992586,-0.016341323,0.035607997,0.039124306,0.049899917,0.043511607,-0.047135502,0.050356317,0.008169786,-0.022213582,0.009786994,0.009644353,-0.0021939287,-0.036321163,-0.013910819,0.032217998,-0.051135164,0.010233768,0.047436047,-0.02795968,-0.027480436,0.03748404,0.044706408,0.039111443,0.016314428,0.017006291,0.034167413,0.0072257356,-0.021638827,0.05104621,0AJsWyU
-0.05821674,0.041071378,0.0016963308,0.0038885723,-0.030370098,-0.029418545,0.013949438,-0.031119319,-0.041729584,0.02420254,-0.010347601,0.016326677,0.0013045582,-0.0021869554,0.035917364,0.036222897,0.02244446,-0.0034332494,0.0011278773,0.0012902339,-0.032599412,-0.00046189773,0.016438304,-0.008738531,-0.011209181,0.01312323,0.003949657,0.057269175,0.048007924,-0.054052502,-0.007879347,0.007314315,-0.046768762,-0.000423845,-0.045221437,0.010393825,-0.03934253,-0.01812348,-0.01234163,0.011799985,0.0517727,-0.010253529,0.04679911,0.05532318,0.062427215,-0.00623083,-0.023323108,0.052824352,-0.0009328065,-0.017248094,0AJvEWW
-0.054693386,-0.029922478,0.014745137,-0.029212097,0.044759996,-0.032091025,0.03087235,0.04087644,-0.02961658,0.053697467,0.0063781985,0.019907463,0.026153335,-0.036876414,0.045108616,-1.9085466e-05,-0.031645656,-0.0052257953,0.0073484415,0.03129333,-0.015371138,0.0160784,0.0015401096,0.012272312,-0.053594083,-0.02857579,-0.005776392,0.06830306,0.021152114,0.008610571,-0.044880886,0.023571994,-0.015114841,-0.014985457,-0.018651417,0.027326606,0.034699716,0.024026204,-0.017134426,0.03816042,0.0112645235,-0.041550756,0.055395585,0.009004121,-0.026688078,-0.0585734,-0.047238786,0.05604548,0.056794282,0.031435706,0MQ3IfT
-0.025332047,-0.020588428,0.045283407,0.016707668,-0.024813633,-0.01600174,-0.0036742012,0.04423432,-0.02368519,0.0071897795,-0.044305064,-0.02710923,0.022948973,0.043101605,0.027357211,-0.0073041245,-0.025213111,-0.009549078,0.0068428805,-0.048183978,0.025813095,-0.014050125,-0.018898256,0.0384136,-0.037962724,0.02931517,0.042452056,-0.021630643,0.01567566,0.00929913,-0.006390244,0.015281257,0.042164758,0.013677035,-0.023804624,0.03314069,-0.0077443547,-0.039014217,-0.027619353,0.030877579,-0.028777486,0.04688007,0.018131714,-0.021179985,0.05106849,-0.051478412,-0.035107516,0.016663777,-0.025766896,0.036229227,0MQ3X6P
-0.03622955,-0.010928618,0.004375073,-0.012830792,-0.0099094575,0.038858354,0.044198964,-0.005178145,-7.1877905e-05,0.00235791,-0.012268578,0.040891103,-0.055210866,-0.03476169,-0.041072108,0.024423959,0.048659198,0.014799421,0.005162976,-0.055774417,0.044291932,-0.022663131,-0.016313266,0.010432272,0.03846391,-0.052097578,-0.035239276,-0.025457103,-0.019766668,-0.0013310831,0.029875701,-0.012185496,-0.05003152,-0.020793658,-0.021029953,0.040868763,0.05514945,-0.009173207,0.01938632,0.0018636612,-0.009206729,-0.033900484,-0.043515835,-0.0024476366,0.033009842,0.021510178,0.022710716,0.043544743,0.03100135,0.044495583,0MQKtiL
0.055118844,0.025409244,-0.028546432,0.040402032,0.03822821,-0.026226021,0.037345283,-0.029834863,0.0020494638,0.021111948,0.0073906,0.049119744,-0.03533976,-0.008524623,0.016877547,0.029226374,0.04668911,-0.029016959,0.041051254,-0.044109847,-0.013899172,0.0079772,0.039536584,0.058369946,0.022668522,-0.04172888,-0.024234695,-0.036737468,-0.03781862,0.049692582,-0.04348236,0.017552037,0.0024589465,0.007294532,-0.02291615,-0.0061788927,-0.020986386,-0.01647303,0.057364687,0.044797692,0.023650233,0.053736847,0.021466685,0.035787646,0.036774933,-0.023029275,0.04773513,-0.005296799,0.059349768,-0.02426598,0MQ_h5s
0.004279994,-0.034863815,0.08393959,0.0414135,0.07124381,0.022808932,0.020826599,-0.035730373,0.003599338,0.023164792,0.03831311,0.056414645,-0.0611309,0.039809026,0.015740436,0.04365897,0.03250329,0.02358173,0.040489253,-0.0323454,0.0138938585,0.053958293,-0.085156046,0.006329287,-0.019654863,-0.011521502,0.062783495,0.06398595,0.005975372,-0.024404291,0.0090647675,0.03162614,-0.039706886,-0.0925957,-0.03540164,-0.02564747,0.024079202,-0.038439903,0.03538633,0.015193038,-0.018522039,0.0027040304,-0.008360402,0.07151149,-0.00945148,-0.063724965,-0.038040742,0.06345528,0.087307096,0.03015388,0MQoGGc
