Var216_embed_0,Var216_embed_1,Var216_embed_2,Var216_embed_3,Var216_embed_4,Var216_embed_5,Var216_embed_6,Var216_embed_7,Var216_embed_8,Var216_embed_9,Var216_embed_10,Var216_embed_11,Var216_embed_12,Var216_embed_13,Var216_embed_14,Var216_embed_15,Var216_embed_16,Var216_embed_17,Var216_embed_18,Var216_embed_19,Var216_embed_20,Var216_embed_21,Var216_embed_22,Var216_embed_23,Var216_embed_24,Var216_embed_25,Var216_embed_26,Var216_embed_27,Var216_embed_28,Var216_embed_29,Var216_embed_30,Var216_embed_31,Var216_embed_32,Var216_embed_33,Var216_embed_34,Var216_embed_35,Var216_embed_36,Var216_embed_37,Var216_embed_38,Var216_embed_39,Var216_embed_40,Var216_embed_41,Var216_embed_42,Var216_embed_43,Var216_embed_44,Var216_embed_45,Var216_embed_46,Var216_embed_47,Var216_embed_48,Var216_embed_49,Var216
-0.038982663,0.008872678,-0.044946834,0.028883861,0.037280746,-0.04438354,-0.017692296,0.048242513,0.008437804,-0.02206852,0.05679151,0.023980426,-0.0060603577,0.060296472,-0.0018493506,0.022876041,-0.029505316,0.025157062,-0.05857273,-0.010953255,0.0024034404,0.00760221,-0.004610002,-0.012212231,0.040324632,-0.008665769,-0.03866823,-0.06344005,0.030664783,0.035634696,0.032700345,-0.022024198,0.046026375,0.054960325,-0.010956204,-0.016758287,0.029926743,-0.039275434,0.014600647,-0.03528947,0.038204733,-0.024982566,-0.020969277,0.011032491,-0.0075873504,0.010946407,-0.0014243713,0.012616611,0.026778214,0.0041586333,11p0d_e
-0.046006504,0.03804333,0.021881279,0.015118811,0.021013409,0.0016530207,-0.028342823,-0.03138339,-0.025154144,-0.0071019875,-0.01795599,0.005150341,-0.0026026329,0.0675514,-0.040569067,0.025350431,-0.03676759,-0.00069630775,-0.027166199,0.061880965,0.03660942,-0.0053419536,0.050864078,-0.001514033,-0.01724881,-0.015774956,-0.007195058,-0.050920542,0.022327432,-0.029036177,0.035783913,-0.061739396,0.044719897,0.0032336544,0.04989195,-0.019167596,0.01638681,0.038244285,0.058108687,0.00880387,-0.006277372,0.020608708,-0.010846057,0.032968473,-0.039943893,0.011639937,0.023222975,0.025059912,-0.008129356,0.017911043,11p3sk4
0.028384719,0.015749138,-0.024918428,0.030240804,-0.00291922,0.003629801,0.011009658,0.050898306,0.041523907,0.04591434,0.015241997,-0.0055661476,-0.054065417,0.010284008,-0.005650056,0.03246837,0.027164737,0.026045173,-0.040876623,-0.005523964,-0.009800217,0.01631444,0.017593442,-0.025526226,0.041462146,0.005260361,0.0071171666,-0.05301731,0.0433129,-0.005959851,0.034125365,0.01764199,-0.01391461,-0.029329522,0.00019342,-0.019748446,-0.029133752,-0.048127532,0.035413943,-0.027879203,0.03676555,-0.029935922,-0.033830203,-0.012151165,0.019056967,0.01717461,-0.013773093,-0.055103846,0.011669623,-0.057990875,11p43BP
-0.039616268,-0.05440061,-0.017634606,0.031443615,0.041840207,0.042000525,-0.012786092,0.0013831627,-0.013180785,0.0020274175,0.022215514,0.05205456,0.011979217,0.049798075,-0.04873269,0.020993885,0.032287672,0.04071519,-0.029660365,-0.001845414,0.0020337848,-0.033516876,0.052921727,-0.03368114,-0.03028474,0.039625775,0.03354876,0.002839775,-0.019742845,0.026317708,-0.03027841,-0.04120079,-0.0016486677,-0.012953681,-0.025456376,-0.0025154857,-0.03204971,-0.0071152127,-0.018742997,-0.013490271,0.031526294,0.007728534,0.03229235,-0.012086918,0.007987643,-0.00789798,-0.0121783605,-0.024060784,0.03288762,0.03709612,11p49H7
-0.06057792,-0.043214418,-0.0073355776,-0.025389375,0.019989675,0.0062817563,-0.030493166,0.04910947,0.022507483,0.04197957,0.023686236,-0.029602675,-0.0071919276,-0.02840654,0.0006933763,0.03634975,0.00985968,-0.034948554,-0.049558237,-0.004954388,-0.053899232,-0.044117827,0.03841779,0.032384127,-0.01964049,0.016986787,0.026797859,0.0027113317,0.048410103,0.028354814,0.017009273,0.03179904,0.030783609,-0.012564019,0.03931948,0.00048461877,0.054775234,-0.0096421065,-0.02083138,0.04218336,0.037325375,0.009695668,0.007294803,-0.007925922,-0.0358606,-0.019101314,-0.04165678,0.023097297,0.014012039,0.0111474525,11p4cJh
0.0035657398,0.010517998,-0.06635082,-0.0038473576,0.035195578,-0.05691913,0.04887047,0.011933391,-0.01000351,0.033468895,0.016741537,0.061850347,-0.027288236,0.02103364,0.013892088,0.0050013536,0.024546077,0.0148725575,0.025164464,0.068992786,0.032957777,0.01959314,0.05388517,0.03422921,0.009015694,-0.063146174,0.013797051,0.0032267766,-0.014090562,-0.03855604,-0.033317108,-0.055815924,0.004658818,0.056006107,0.032090947,-0.024246994,0.004757246,-0.024895484,0.0057645678,-0.014999884,0.06141424,0.052717704,0.0016420911,-0.0018788724,-0.039778832,0.02114326,0.022868998,-0.042196747,0.040514365,-0.030358564,11p4cb7
-0.042197302,-0.07866965,-0.032730784,0.022318766,-0.0035080211,-0.059632074,-0.0007985681,0.023513852,0.011172149,-0.0064242384,0.07287638,0.078504786,-0.035341628,-0.053758997,-0.008155821,0.003865121,0.074140504,0.0048914896,0.015745759,0.036458965,-0.065888315,-0.05229374,0.023541264,0.0543359,0.043277714,-0.061435614,-0.022431945,-0.0076851803,0.033266768,-0.023722706,0.034208164,-0.027162071,0.0544981,0.028988447,0.020610709,0.0821845,0.036412876,-0.029178003,0.05096677,0.05740379,0.045981236,-0.0149405245,0.07622687,0.07298358,-0.0447123,0.003903466,0.027186494,0.0090213055,0.007968482,-0.031031948,11p4mKe
0.049321588,-0.014484345,-0.011351882,0.010471743,-0.043809082,0.05089837,0.0024107303,-0.012043834,0.03442708,0.03153555,-0.051753264,0.02168372,0.012720332,-0.006247873,-0.0077945124,0.04462817,0.02384148,-0.03929095,0.026507495,0.024132578,-0.035221223,-0.044942345,-0.034120336,-0.05359258,-0.038528975,-0.016934866,0.0053891917,0.01684116,0.0014017938,0.027623536,0.030157866,-0.03299665,0.005080009,-0.021231307,0.019072875,0.036623538,-0.008036138,-0.019387737,0.024975618,-0.025224844,0.016706651,0.019527685,0.015651977,-0.010335881,-0.03234428,0.040650524,0.028707381,0.025039889,-0.030314362,-0.042512514,11p7fMU
-0.044262532,-0.052961085,-0.032749113,-0.022242283,0.0169006,-0.010723028,0.04746718,0.03990608,-0.015392995,0.007293024,0.022947088,-0.020695014,-0.05005903,-0.027550792,-0.018218024,0.05854595,0.016071495,-0.03018846,0.0087827165,0.003481344,-0.053651817,0.0060753673,-0.029811094,0.03768266,0.0037150467,-0.011167463,-0.0027446859,-0.050733194,0.012229255,-0.008098967,-0.035126604,0.012771566,-0.012647394,-0.017221572,0.052138366,0.03390137,-0.024154043,0.03748628,0.01453276,0.021045886,0.017963173,-0.021067865,0.037308425,0.009403615,0.0013744452,0.05470174,-0.025109325,-0.0110140685,0.012440492,0.02606483,11p7rdm
0.005387067,-0.04634753,-0.028723447,0.06512115,0.03080748,-0.0005792859,-0.017449265,-0.010315863,0.027594592,-0.010172183,0.030834517,0.00052954763,-0.01001612,0.05937774,0.00692586,-0.003284904,0.023536647,-0.015103625,0.008050712,0.035642017,-0.036904976,-0.037645064,-0.016556224,0.023828767,0.022875773,0.016915204,-0.0005964812,-0.006761184,0.014314545,-0.01930055,0.0034819106,-0.017161649,0.06164654,-0.00359607,0.03434109,-0.0031064223,0.012284732,0.011035316,-0.0076563936,0.07706586,-0.02060484,0.07141535,0.014681524,0.050622832,-0.051943813,-0.0030695838,-0.06792411,-0.068817325,0.0013473807,-0.048150994,11pAXMy
0.055445462,0.018545806,0.016274469,-0.011623202,-0.057488795,0.036409367,0.02329572,0.046007305,-0.030165784,0.037471887,-0.028763307,-0.031092014,-0.040124018,-0.011796867,0.036824115,0.010281539,-0.02991565,-0.0038603132,-0.0015299863,0.02031841,-0.011552197,0.049821164,-0.036700934,0.028968297,-0.013187474,0.05872955,-0.038515326,0.03565403,0.018297385,0.02547556,0.023226641,-0.044827715,0.036066078,-0.032978084,0.03229687,-0.041374266,-0.04547801,0.026057266,0.0019181257,0.043149497,-0.005635509,0.038020603,0.0462863,0.002054678,-0.05919536,-0.043002352,-0.03375256,-0.03628926,-0.030831883,0.017253257,11pEY2j
-0.05204328,-0.024591757,-0.053277835,0.039392713,0.032958277,0.008771306,-0.030207291,-0.01892938,-0.0047254353,0.01869625,-0.0005133186,-0.026391486,-0.01778535,0.001554011,0.016313685,0.0050730165,0.0058425185,-0.036873557,-0.06271332,-0.02516086,-0.054051593,-0.03885692,-0.031312983,-0.020920895,0.06040244,0.006852298,-0.058243457,0.020946883,0.04330884,-0.0100995805,-0.05369159,-0.0084593715,-0.0034928627,0.04933339,0.05430143,0.025841448,0.037847918,-0.036891814,-0.033363525,0.054995455,-0.03361864,0.04602978,0.011663603,0.023322698,0.028617134,-0.012362169,0.029701961,0.014826172,-0.021660333,-0.016041705,11pEZpE
0.036226016,0.020993501,-0.035814572,0.004800686,0.049425747,-0.019610897,0.0073125875,0.017780606,-0.032366853,-0.010494187,-0.0457873,0.01974873,0.03468154,-0.00034076427,-0.03884595,-0.011480974,-0.054668825,0.04556414,-0.012302706,0.017871568,0.02022639,0.046876594,0.026881995,-0.016813511,0.03673025,-0.03891974,0.012431679,0.013377501,0.010788951,-0.029240333,-0.03871417,-0.014170243,0.04214023,-0.037690308,-0.024804115,-0.004175479,-0.029600268,-0.006766944,-0.04996382,0.020366983,0.00037759848,0.008752781,-0.0064963526,-0.0075936844,0.016370783,-0.03635584,0.020923572,-0.034181956,0.009078025,0.020986915,11pFugQ
-0.14942296,-0.13873073,-0.05340851,0.06611849,0.11483274,-0.09929659,0.08907545,0.13025863,0.07778762,0.09194904,0.1302709,0.11923941,-0.0598855,0.115432546,-0.037238576,0.13689017,0.12871656,-0.15028028,-0.06162348,0.11281056,-0.10646861,-0.118360035,0.0005647175,0.015100059,0.10289076,-0.17402475,-0.085572906,-0.06506257,0.11717862,-0.10756675,0.0026280778,-0.13826321,0.14893736,0.06355455,0.12752412,0.08342783,0.0988788,-0.086584106,0.10282112,0.08083801,0.09880362,0.19261847,0.109928295,0.11286916,-0.11367121,0.12952411,-0.15550573,-0.105419025,0.1317981,-0.064853586,11pG9ir
0.029075745,-0.061367378,-0.033382684,0.042490616,0.0505224,-0.019927097,0.060994513,0.016741874,0.04174495,0.061353736,-0.0148338005,0.06167959,-0.036324065,0.034758177,0.034417346,0.04602462,0.05522439,-0.00431829,-0.054824606,0.034793083,0.006104223,-0.055219408,0.03926389,0.030022876,-0.016003259,0.034807157,-0.04371357,-0.010979411,-0.035622567,-0.04479072,0.020102426,-0.011232311,0.046335883,0.03776438,-0.02744381,0.0313961,0.031645294,0.009822303,0.039923485,0.044382364,0.011462049,-0.024639875,0.018488433,0.045299105,-0.047787856,0.032207508,-0.03358575,0.016132304,0.020753203,0.024276402,11pHHqO
