Var195_embed_0,Var195_embed_1,Var195_embed_2,Var195_embed_3,Var195_embed_4,Var195_embed_5,Var195_embed_6,Var195_embed_7,Var195_embed_8,Var195_embed_9,Var195_embed_10,Var195
-0.0065941,0.007948252,-0.07676098,-0.0015473593,0.02354128,0.0067277523,0.061798617,0.03887034,-0.0061429916,-0.076441765,0.02613653,ArtjQZ8ftr3NB
0.031190673,-0.002700178,-0.057099134,-0.008541622,-0.0042114593,-0.00056593644,-0.025931552,0.0076498953,0.0155721065,-0.04961157,-0.008833633,ArtjQZQO1r9fC
-0.019518495,-0.0013730659,-0.012653636,0.056804348,0.0639,0.087970145,0.032778118,0.016624251,0.052850552,0.008887254,0.017746652,ArtjQZmIvr94p
-0.031261317,0.016187532,0.018391479,0.0050756345,0.01810772,0.0032178173,0.03849718,0.043108385,0.040051624,-0.0117673045,0.07312462,BNjsq81k1tWAYigY
-0.045714084,0.10029046,-0.06320764,0.112867095,0.058496017,0.10957189,0.120450966,0.07020222,0.047272842,-0.06692534,0.11468027,CiJDdr4TQ0rGERIS
0.041369863,-0.021457795,-0.038988862,-0.011417484,0.02114345,0.02948918,-0.036271736,0.014138241,0.03637144,-0.029988175,-0.036853712,CiJsoa4TQ0rGHlMp
0.030383792,-0.032934688,-0.04681598,-0.045725737,-0.012207551,0.0024547898,0.012389081,0.0067673614,-0.0028562015,0.006118191,-0.008411593,CuXi4je
-0.0012165091,0.07053931,-0.05856698,-0.006529039,0.055910926,0.06507378,0.03522073,-0.0001426814,0.02849257,0.024685653,0.012648504,F1JQrEL
-0.010923619,0.032475855,0.007972987,0.076232426,0.03976615,0.07778942,0.080584645,0.008653544,0.034301165,-0.06302893,0.07977899,I9xt3GBDKUbd8
-0.10525302,0.081344865,-0.025521703,0.101290785,0.055165026,0.069790654,0.033659574,0.089143954,0.11336512,-0.13712734,0.116643876,I9xt3GDRhUK7p
-0.014443634,-0.045547742,0.051820736,-0.03405185,0.029647581,0.011160879,0.011207739,0.03980787,0.023234194,-0.019019328,0.04271268,I9xt3GMcxUnBZ
-0.03390303,0.04303775,0.0055863564,0.010259061,0.03497624,-0.0115154255,0.02583205,0.014764293,0.03497741,-0.02608483,-0.011507103,I9xt3Gi01UK7p
-0.08047509,0.122416094,-0.099628024,0.07931416,0.07151484,0.11205171,0.13486548,0.14201245,0.113312766,-0.14776075,0.057790037,LfvqpCtLOY
0.0129745025,-0.03326384,-0.018031765,0.000910997,-0.007072437,0.03541878,0.033565298,-0.006241745,0.007880412,0.0097104935,-0.01732454,TnJpfvsJgF
-0.041556977,0.03930742,0.006347321,-0.034301773,0.007723606,0.009208107,-0.0073338947,0.04920934,-0.021443643,-0.0029834367,0.01253941,XMIgoIlPqx
-0.050771434,0.063433535,-0.053664498,-0.014288038,0.066584796,-0.016034536,0.0055070426,0.036605325,0.04254948,-0.07373349,0.060703315,ZZBPiZh
-0.009806296,-0.0052165673,-0.06017638,0.025290255,-0.0056449976,0.06818784,0.0062114107,0.045994807,-0.015736502,-0.04879534,-0.029015623,b_3Q
-0.0065897834,0.019536324,0.034645468,0.014759337,0.036448143,-0.03384487,0.019345907,0.022767479,-0.042142984,-0.008715851,-0.036076076,bsZtYxFjzA
-0.0038322846,0.012804667,-0.008863713,0.0017070988,0.066497885,0.024303874,0.0062433556,0.04298585,0.0462297,-0.082861036,0.07508546,ev6I
-0.039235253,0.0699338,-0.008014932,-0.012728532,0.034596976,0.054436162,0.019373866,0.04099617,0.01161586,-0.046785794,0.011463329,hiMqnEM7VgIk4JUu
0.01390637,0.017387278,-0.04917586,-0.04440521,0.048897333,0.033500068,-0.005493437,-0.04422583,0.02985045,-0.034381475,-0.036667883,lSbpiq1
-0.0048083393,0.09328322,-0.023369111,0.2284536,0.16673802,0.17585066,0.20495541,0.1759059,0.097666755,-0.16350465,0.17456907,taul
